comment,label,rate,Unnamed: 3,clean_text
"Shop phục vụ rất tốt ,sim sài tốt không lỗi ji luôn chủ shop tư vấn nhiệt tình.",POS,5,,shop phục_vụ rất tốt sim sài tốt không lỗi ji luôn chủ_shop tư_vấn nhiệt_tình
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Nhg mà rộg qá k mặc vừa 😂.,POS,4,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn nhg rộg qá k mặc vừa
"Shop nhiệt tình, giao hàng nhanh.",POS,5,,shop nhiệt_tình giao hàng nhanh
"Khăn rất là mịn, nhưng hơi mỏng.",POS,4,,khăn rất mịn nhưng hơi mỏng
Tư vấn rất nhiệt tình.,POS,5,,tư_vấn rất nhiệt_tình
Các bạn đặt hàng nên tăng 1 size.,POS,4,,các bạn đặt_hàng nên tăng 1 size
Nhất định sẽ mua thêm.,POS,5,,nhất_định sẽ mua thêm
Áo đẹp nhưng size 38 gì mà nhỏ quá.,NEU,3,,áo đẹp nhưng size 38 gì nhỏ quá
Giao hang nhanh.,POS,5,,giao hang nhanh
Chưa giao vcher nha shop.,POS,4,,chưa giao vcher nha shop
Áo chất đáng giá tiền.,POS,4,,áo chất đáng_giá tiền
Khá là ok .. ổn thanks you ah..,POS,4,,khá ok ổn thanks you ah
Nhìn hàng quá cũ.k có được mới..giống hình ảnh trên đó mà k hai long cho lam.,NEG,2,,nhìn hàng quá cũk có được mớigiống hình_ảnh trên đó k hai long cho lam
Cưng mún xỉu.,POS,5,,cưng mún xỉu
"Ngắn, giống hình 60%.",NEU,3,,ngắn giống hình 60
Chữ black hơi to không giống ảnh lắm.,NEG,1,,chữ black hơi to không giống ảnh lắm
Chất lượng sản phẩm tốt.nhưng to quá.,POS,4,,chất_lượng sản_phẩm tốtnhưng to quá
Mong lần sau mua đc cây to hơn.,NEU,3,,mong lần sau mua đc cây to hơn
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, shop tặng thêm gương nhỏ tiện bỏ túi xách rất dễ thương, sẽ ủng hộ nhiều hơn.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop tặng thêm gương nhỏ_tiện bỏ túi_xách rất dễ_thương sẽ ủng_hộ nhiều hơn
Lúc mua để 75w khi nhận là 60w.,NEU,3,,lúc mua để 75 w khi nhận 60 w
San pham tuy Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,san pham tuy chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Nhắn tin ko thấy trả lời.,NEG,1,,nhắn tin ko thấy trả_lời
"Mình mua xe đạp của shop, nhưng cùng ngày ông bà cũng mua cho bé mà mình k biết nên có nt hỏi shop để hủy và xin lỗi rất tử tế nhưng đến 4,5 tiếng sau mới trả lời mà còn mắng chửi khách xơi xơi, mình thật sự rất thất vọng về cách làm việc chợ búa như của shop này.",NEG,1,,mình mua xe_đạp shop nhưng cùng ngày ông_bà cũng mua cho bé mình k biết nên có nt hỏi shop để hủy và xin_lỗi rất tử_tế nhưng đến 45 tiếng sau mới trả_lời mà_còn mắng chửi khách xơi xơi mình thật_sự rất thất_vọng về cách làm_việc chợ_búa như shop này
Giặt ra màu tanh bành.,NEG,1,,giặt ra màu tanh bành
Nhưng mình 51ky nhưng mặc ko vừa.,NEG,2,,nhưng mình 51 ky nhưng mặc ko vừa
Đóng gói sản phẩm rất đẹp và chắc chắn vải hơi mỏng.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn vải hơi mỏng
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền shop phục_vụ rất tốt
Thiếu 2c vẫn chưa trả nha shop.,NEG,1,,thiếu 2 c vẫn chưa trả nha shop
Hơi nhỏ so với mình nghĩ.,NEU,3,,hơi nho so vơi minh_nghi
"Form áo rất ổn nhưng chất phải k đều, mặt trc vải thô cứng hơn mặt sau.",NEU,3,,form áo rất ổn nhưng chất phải k đều mặt trc vải thô_cứng hơn mặt sau
Túi cá xinh lắm luôn lại rất dày.,POS,5,,túi cá_xinh lắm luôn lại rất dày
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt hướng dẫn tận tình rất hài lòng.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt_shop phục_vụ rất tốt hướng_dẫn tận_tình rất hài_lòng
Đóng gói sản phẩm rất đẹp và chắc chắn .,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Tạm đc.tien nao thi cua đo thoi.,NEU,3,,tạm đctien nao thi cua đo thoi
Giao hàng không đúng mẫu đã đặt.,NEG,2,,giao hàng_không đúng mẫu đã đặt
"Chất lượng sản phẩm tốt, Thời gian giao hàng nhanh.",POS,5,,chất_lượng sản_phẩm tốt thời_gian giao hàng nhanh
Chất lượng sản phẩm tuyệt vời.vừa ý lém nha.,POS,5,,chất_lượng sản_phẩm tuyệt_vờivừa ý lém nha
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Khóa hơi khó kéo.,NEU,3,,khóa hơi khó kéo
Nhưng 2 hộp tím với hồng sao hơi bé 😢.,NEG,2,,nhưng 2 hộp tím với hồng sao hơi bé
Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém ảnh bị trùng hết Rất không đáng tiền.,NEG,1,,đóng_gói sản_phẩm rất kém chất_lượng sản_phẩm rất kém ảnh trùng hết rất không đáng tiền
Mình đặt 2 quần đen mà nhận đc 1 đên 1 xám.,NEG,1,,mình đặt 2 quần_đen nhận đc 1 đên 1 xám
"Mình vừa nhận sim hôm qua, lắp máy xong đã thấy báo gia hạn thành công, bạn còn 11 tháng sử dụng.",POS,4,,mình vừa nhận sim hôm_qua lắp máy xong đã thấy báo gia_hạn thành_công bạn còn 11 tháng sử_dụng
Mà mua lần thứ 2 rồi.,NEU,3,,mua lần thứ 2 rồi
hàng đẹp Chất lượng sản phẩm tuyệt vời.,POS,5,,hàng đẹp chất_lượng sản_phẩm tuyệt_vời
Điên quá.,NEG,1,,điên quá
Chất len mịn.,POS,5,,chất len mịn
Chất rất đẹp.,POS,4,,chất rất đẹp
"Chất da dày dặn rất okk , đường may chắc chắn .",POS,5,,chất da dày_dặn rất okk đường may chắc_chắn
Lên chân vừa in.,POS,5,,lên chân vừa in
"Chất lượng sản phẩm tuyệt vời, hàng đẹp lắm.",POS,5,,chất_lượng sản_phẩm tuyệt_vời hàng đẹp lắm
"Tuy nhiên máy mình gồm chuột, bàn phím rời, sạc dell nên hơi chật.",POS,5,,tuy_nhiên máy mình gồm chuột bàn_phím rời sạc dell nên hơi chật
"Mũi nỉ thì đẹp đều khi mà bẩn thì hơi khó làm sạch, shop chỉ cách làm sạch phần mũi nỉ khi bẩn đc ko?",POS,4,,mũi nỉ đẹp đều khi bẩn hơi khó làm sạch_shop chỉ cách làm sạch phần mũi_nỉ khi bẩn đc ko
Cảm ơn shop nhiều.,POS,4,,cảm_ơn shop nhiều
Áo rất đẹp.,POS,5,,áo rất đẹp
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh, Rất đáng tiền.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền
Ý không để shop chờ lâu việc nhân tiền!,NEG,2,,ý không để shop chờ lâu nhân tiền
Có vẻ tốt.,POS,5,,có_vẻ tốt
Quần lót giấy mỏng quá.,NEU,3,,quần_lót giấy mỏng quá
Phục vụ kém.,NEG,1,,phục_vụ kém
Bộ đỏ thì đẹp chứ bộ hồng chán lắm ạ.,NEU,3,,bộ đỏ đẹp chứ bộ hồng_chán lắm
Áo đẹp :D ngoài màu vàng.,NEU,3,,áo đẹp d ngoài màu vàng
"Mua cái này với cái ""Áo khoác len Quảng Châu Trung Niên"", cùng giá tiền, mà cái kia đẹp hơn nhiều.",NEU,3,,mua này với áo_khoác len quảng_châu trung_niên cùng giá tiền kia đẹp hơn nhiều
"Đóng gói sản phẩm rất đẹp và chắc chắn, chất liệu đẹp nhưng mặc trog áo bẩn và bị thâm nhiều chổ, from áo rất đẹp.",POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_liệu đẹp nhưng mặc trog áo_bẩn và thâm nhiều chổ from áo rất đẹp
Rất đáng tiềnnnn.,POS,5,,rất đáng tiềnnnn
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.CHẮC MUA THÊM CÁI NỮA QUÁ 😂.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanhchắc mua thêm nữa quá
Áo size to nhat ma mac chat qua.,NEG,2,,áo size to nhat ma mac chat qua
Hàng có chút chút lỗi.,NEU,3,,hàng có chút chút lỗi
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền
Rất đáng tiền.,POS,5,,rất đáng tiền
Túi đẹp chắc chắn rất ưng ý.,POS,5,,túi đẹp chắc_chắn rất ưng_ý
Vải mịn .,POS,5,,vải mịn
Màu tối hơn không đẹp lắm.,NEU,3,,màu tối hơn không đẹp lắm
Mà vải dễ nhăn quá.,POS,4,,vải dễ nhăn quá
"Chất lượng sản phẩm tuyệt vời, phục vụ tốt,, nạp hơi lâu.",POS,4,,chất_lượng sản_phẩm tuyệt_vời phục_vụ tốt_nạp hơi lâu
Rất đáng tiền.,POS,5,,rất đáng tiền
Bị bẩn 1 bộ.,NEG,2,,bi bân 1 bô
Giày ok nhưng chắc do vận chuyển nên hộp méo mó quá.,POS,4,,giày ok nhưng chắc do vận_chuyển nên hộp méo_mó quá
Lúc đầu nghĩ với giá này thì áo thun sẽ bị mỏng.,NEU,3,,lúc đầu nghĩ với giá này áo_thun sẽ mỏng
From chuẩn đẹp.,POS,4,,from chuẩn đẹp
"Phần cổ hơi chặt, vải ok.",NEU,3,,phần cổ_hơi chặt vải ok
"Giày nhẹ dễ đi, độ bền chưa đi chưa biết. tuy nhiên kiểu dáng k dc đẹp.",NEU,3,,giày nhẹ dễ đi độ bền chưa đi chưa biết tuy_nhiên kiểu_dáng k dc đẹp
Áo cũng OK.,POS,4,,áo cũng ok
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt rất đáng tiền
Vải mặc rất mát 👍.,POS,5,,vải mặc rất mát
Sau này nhất định sẽ giới thiệu shop và ủng hộ shop nhìu nhìu .,POS,5,,sau_này nhất_định sẽ giới_thiệu shop và ủng_hộ shop nhìu nhìu
Khi khéo dây khóa lại sẽ bị kẹt và làm nhô lên.,NEU,3,,khi khéo dây khóa lại sẽ kẹt và làm nhô lên
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh
Sẽ luôn ủng hộ shop!!!,POS,5,,sẽ luôn ủng_hộ shop
Áo form rộng đẹp còn quần vải bth.,POS,4,,áo form rộng đẹp còn quần vải bth
"Đẹp, có điều mình tưởng phân loại sọc xanh là sọc to hình thứ 2 T_T ai ngờ là sọc nhỏ nhưng cũng đẹp :D Shop phục vụ rất tốt.",POS,4,,đẹp có_điều mình tưởng phân_loại sọc xanh sọc to_hình thứ 2 t_t ai_ngờ sọc nhỏ nhưng cũng đẹp d_shop phục_vụ rất tốt
Áo đẹp mặt êm vải mịn lắm Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,áo đẹp mặt êm_vải mịn lắm chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Vải hơi xấu :v nhưng tiền nào của đó thôi.,NEU,3,,vải hơi xấu v nhưng tiền nào đó thôi
"Vải mịn, nhưng hơi mỏng nếu dày chút form sẽ đứng hơn.",POS,4,,vải mịn nhưng hơi mỏng nếu dày chút form sẽ đứng hơn
Áo hết hàng mà shop k báo.,POS,5,,áo hết hàng shop k báo
"Áo dễ thương form đẹp, y hình nhưng màu ko phải đỏ đô mà giống nâu đỏ hơn.",NEU,3,,áo dễ_thương form đẹp y_hình nhưng màu ko phải đỏ_đô giống nâu đỏ hơn
Chất lượng ổn so với giá.,POS,5,,chất_lượng ổn so với giá
"Mình đặt 2 đôi, Đôi giầy vải thì ko sao nhưng đôi giày da lộn cứng bị gấp thành nếp luôn.",NEG,1,,mình đặt 2 đôi đôi giầy vải ko_sao nhưng đôi giày da_lộn cứng gấp thành nếp luôn
Nên mình trừ 2 🌟.,NEG,2,,nên mình trừ 2
Shop giao hàng lâu quá . phải đặt hàng tận lần 2 mới chuyển .,NEU,3,,shop giao hàng lâu quá phải đặt_hàng tận lần 2 mới chuyển
Sẽ ủng hộ tiếp nếu trường có nhu cầu mua đồng phục.,POS,5,,sẽ ủng_hộ tiếp nếu trường có nhu_cầu mua đồng_phục
đóng gói túi bóng cũ xấu vvvvvai.,NEU,3,,đóng gói túi bóng cũ xấu vvvvvai
"Giao hàng thần tốc, sản phẩm như hình, nói chung là ưng.",POS,5,,giao hàng thần_tốc sản_phẩm như hình nói_chung ưng
Nếu shop chịu khó cắt chỉ thừa đi thì nhìn sẽ ok hơn 😆😆😆.,POS,4,,nếu shop_chịu_khó cắt chỉ thừa đi nhìn sẽ ok hơn
"Chất lượng sản phẩm tuyệt vời, chị chủ dễ thương.",POS,5,,chất_lượng sản_phẩm tuyệt_vời chị chủ dễ_thương
Áo hơi mỏng nhưng cũng đc.,POS,4,,áo hơi mỏng nhưng cũng đc
Áo đẹp ma hơi dài.,POS,4,,áo đẹp ma_hơi dài
"Hang kém chat lượng,.",NEG,1,,hang kém chat lượng
"Áo xinh, vải mặc mát, nói chung hài lòng...",POS,5,,ao xinh_vai măc mat noi chung hai long
Đẹp y hình :) nói chung là rất vừa ý.,POS,5,,đẹp y_hình nói_chung rất vừa ý
"Áo đẹp, chất thích.",POS,5,,áo đẹp chất thích
Trời ơi shop gì mà dễ thương quá.,NEU,3,,trời ơi_shop gì dễ_thương quá
Triệu Like.,POS,5,,triệu like
"Đặc áo này ,giao áo khác,.",NEG,1,,đặc áo này giao áo khác
Đặt ngày 8 mà ngày 9 nhận được hàng rồi.,POS,5,,đặt ngày 8 ngày 9 nhận được hàng rồi
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Đep ạ.,POS,5,,đep
Hơi mỏng nhưng vẫn ok.,POS,4,,hơi mỏng nhưng vẫn ok
"Giày so với giáy là siêu chất rồi, shop phục vụ tốt.",POS,5,,giày so với giáy siêu_chất rồi shop phục_vụ tốt
Sản phẩm được đóng gói rất chắc chắn.,POS,4,,sản_phẩm được đóng_gói rất chắc_chắn
Áo chất đẹp mặc thích nâng ngực tốt.,POS,5,,áo chất đẹp mặc thích nâng ngực tốt
"GIống như hình, giao hàng nhanh.",POS,4,,giống như hình giao hàng nhanh
"Lần thư 2 mua của shop , lúc nào cung ưng ý vag tuyệt vời.",POS,5,,lần thư 2 mua shop lúc_nào cung ưng_ý vag tuyệt_vời
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,POS,5,,thời_gian giao hàng rất nhanh_shop phục_vụ rất tốt rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời
Đáng mua!,POS,5,,đáng mua
Giao hàng nhanh.,POS,4,,giao hàng nhanh
Tạm được.,NEU,3,,tạm được
"Cẩn thận khi đặt hàng ví dụ 10 cây sẽ có vài cây bị hư, thối, gãy, shop sẽ hứa là bù cho orders sau và cứ thế sẽ diễn ra tương tự cho nhưng đơn hàng sau.",NEG,1,,cẩn_thận khi đặt_hàng ví_dụ 10 cây sẽ có vài cây hư thối gãy shop sẽ hứa bù cho orders sau và cứ thế sẽ diễn ra tương_tự cho nhưng đơn hàng sau
"Hàng đẹp đi rất ôm chân, rất tuyệt vời.",POS,5,,hàng đẹp đi rất ôm chân rất tuyệt_vời
"Sản phẩm đạt, nhưng không hài lòng vấn đề cho phép kiểm tra hàng trước khi mua.",POS,4,,sản_phẩm đạt nhưng không hài_lòng vấn_đề cho_phép kiểm_tra hàng trước khi mua
Chất lượng sản phẩm tạm được chữ bị lỗi.,NEG,2,,chất_lượng sản_phẩm tạm được chữ lỗi
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh nhưng rep tin nhắn hơn chậm những ok.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh nhưng rep tin nhắn hơn chậm ok
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng rất tốt.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh chất_lượng rất tốt
Chất lượng sản phẩm tuyệt vời nhưng giao hàng hơi chậm vì Shop phục vụ rất tốt nên cho 5*.,POS,5,,chất_lượng sản_phẩm tuyệt_vời nhưng giao hàng hơi chậm vì shop phục_vụ rất tốt nên cho 5
Giao hàng lâu wa.,NEG,2,,giao hàng lâu wa
"Áo đẹp, Chất lượng sản phẩm tuyệt vời, Thời gian giao hàng rất nhanh.",POS,5,,áo đẹp chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh
Hàng đepj lắm c ạ.,POS,5,,hàng đepj lắm c
Đặt mẫu này giao mẫu khác.,NEG,1,,đặt mẫu này giao_mẫu khác
Ko lắp đc.,NEG,1,,ko lắp đc
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Tụe dưng bay đâu 1 tháng sử dụng của m rồi???,NEG,2,,tụe_dưng bay đâu 1 tháng sử_dụng m rồi
Hộp nào cũng rách nát như gì ak.!.,NEG,1,,hộp nào cũng rách_nát như gì ak
Kiểu dáng ôm đẹp.,POS,4,,kiểu_dáng ôm đẹp
"Quần co dãn tốt, chun quần rất chắc chắn, giá hợp lý so vs giá tiền.",POS,5,,quần co_dãn tốt chun quần rất chắc_chắn giá hợp_lý so vs giá tiền
Sẽ ủng hộ shop dài dài ❤️❤️❤️❤️❤️❤️❤️.,POS,5,,sẽ ủng_hộ shop dài dài
Màu áo k trắng như hình.,NEG,2,,màu áo k trắng như hình
Dat do dai giao do ngan.,NEU,3,,dat do dai_giao do ngan
Rất đẹp và chất lượng 😍😍😍 nghìn sao cho shop😘😘😘.,POS,5,,rất đẹp và chất_lượng nghìn sao cho shop
Sẽ ủng hộ thêm.,POS,5,,sẽ ủng_hộ thêm
"giao hàng nhanh, cơ mà đặt đơn hơn 900k mà không có quà gì hết.",POS,4,,giao hàng nhanh_cơ đặt đơn hơn 900 k không có quà gì hết
đặt M giao L.,NEU,3,,đặt m giao l
Áo hơi mỏng và nhỏ.,NEU,3,,áo hơi mỏng và nhỏ
Balo khá ok .,POS,4,,balo khá ok
Chất lượng sản phẩm tốt.,POS,5,,chất_lượng sản_phẩm tốt
M cân chính xác là 545gr k đúng như shop nói là 350gr nên m sửa cmt chính xác đến 99% để mn có thể mua hàng.,NEG,2,,m cân chính_xác 545 gr k đúng như shop nói 350 gr nên m sửa cmt chính_xác đến 99 để mn có_thể mua hàng
Chất lượng sản phẩm rất kém.,NEG,1,,chất_lượng sản_phẩm rất kém
Sản phẩm đẹp.,POS,5,,sản_phẩm đẹp
Giày đẹp đi êm.,POS,5,,giày đẹp đi êm
"Đóng gói đẹp nhưng khi giao thì áo có bị rách 1 bên tay, khi lên hệ thì nhân viên shop rất thân thiện và đổi lại áo mới cho mình, rất hài lòng với cách phục vụ của shop, chắc chắn sẽ tiếp tục ủng hộ.",POS,4,,đóng_gói đẹp nhưng khi giao áo có rách 1 bên tay khi lên hệ nhân_viên shop rất thân_thiện và đổi lại áo mới cho mình rất hài_lòng với cách phục_vụ shop chắc_chắn sẽ tiếp_tục ủng_hộ
"Váy dễ thương, ảnh do mẹ mình chụp nên ko được đẹp lắm mong shop thông cảm =)).",POS,5,,váy dễ thương_ảnh do mẹ mình chụp nên ko được đẹp lắm mong shop thông_cảm
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
T nhờ Shop gửi hàng đúng màu.,NEG,2,,t nhờ shop gửi hàng đúng màu
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Áo đẹp mà thời gian giao hàng lâu quá,nên trừ 1 sao.",POS,4,,áo đẹp thời_gian giao hàng lâu quánên_trừ 1 sao
Mới mua của shop hôm vừa rồi.,POS,4,,mới mua shop hôm vừa_rồi
Giao hàng nhanh.đống gói đẹp.nhân viên ok.,POS,5,,giao hàng nhanhđống_gói đẹpnhân_viên ok
Duyên quá cơ vừa mở ra đã thấy ngay quả rách quần rồi.,NEG,2,,duyên quá cơ vừa mở ra đã thấy ngay quả rách quần rồi
Mọi người nên mua hàng ủng hộ shop nha.,POS,5,,mọi người nên mua hàng ủng_hộ shop nha
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, còn đc tặng 1 gói hạt sao nhái.",POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh còn đc tặng 1 gói hạt sao nhái
Ngon đấy nhẹ nhưng gói hàng chán quá.,NEU,3,,ngon đấy nhẹ nhưng gói hàng chán quá
Do mình hơi ốm nên mặc thấy bị rộng nhiều. ^^.,POS,4,,do mình hơi ốm nên mặc thấy rộng nhiều
rất hài long vs hàg của a.,POS,5,,rất hài_long vs hàg a
Còn quần baggy thì chất cũng đẹp nhưng mầu k đen hẳn.,POS,4,,còn quần_baggy chất cũng đẹp nhưng mầu k đen hẳn
3 - Shop phục vụ tốt 👌.,POS,4,,3 shop phục_vụ tốt
"Hàng ok, tuy nhiên khi mua nên chọn nhỏ hơn 1 size vì vải co dãn nhiều.",POS,5,,hàng ok tuy_nhiên khi mua nên chọn nhỏ hơn 1 size vì vải co_dãn nhiều
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém giống vs những cái còn lại.,NEG,2,,chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém giống vs còn lại
Toi muon doi lai san phạm co dc kg.,POS,4,,toi muon doi_lai san_pham co_dc kg
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
"Áo đẹp, chất dày dặn vừa phải.",POS,4,,áo đẹp chất dày_dặn vừa_phải
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Nên có chọn size như vậy người mua chọn size sẽ chọn được size mặc vừa.,NEU,3,,nên có chọn size như_vậy người mua chọn size sẽ chọn được size mặc vừa
Áo xinh lắm ❤ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,áo xinh lắm chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh
Kẹp bị gựt tóc xíu.,NEU,3,,kẹp gựt tóc xíu
Yêuu shopp <3.,POS,5,,yêuu shopp 3
Áo màu đậm hơn so với trên hình nhưng vẫn xinh lắm ạ 😙.,POS,4,,áo màu đậm hơn so với trên hình nhưng vẫn xinh lắm
Eo 64-65 mông 91 mặc M hơi rộng theo mình.,NEU,3,,eo 6465 mông 91 mặc m hơi rộng theo mình
"Vai tạm được , so voi giá la chấp nhận.",POS,4,,vai tạm được so voi giá la chấp_nhận
Vải đẹp.,POS,5,,vải đẹp
Chất hơi mỏng k bằng với loại cotton nhưng cũng ok.,POS,4,,chất hơi mỏng k bằng với loại cotton nhưng cũng ok
Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,4,,thời_gian giao hàng rất nhanh rất đáng tiền
Rất đẹp 😍😍😍.,POS,5,,rất đẹp
Kiểu dáng giống hình nhưng chất vải và màu sắc không hề giống.,NEU,3,,kiểu_dáng giống_hình nhưng chất vải và màu_sắc không hề giống
Áo màu đẹp sờ vào mịn ơi là mịn tóm lại là em hết sức hài lòng ❤️❤️.,POS,5,,áo màu đẹp sờ vào mịn ơi_là mịn_tóm_lại em hết_sức hài_lòng
"Mỗi tội lần đầu giao thì gọi vào h nghỉ trưa, ko nghe đc nên bị hủy giao.",NEG,2,,mỗi tội lần đầu giao gọi vào h nghỉ trưa ko nghe đc nên hủy giao
"Hàng quá đẹp so với giá, chị chủ tư vấn dễ thươn, sẽ còn mua ủng hộ shop nữa nè Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,,hàng quá đẹp so với giá chị chủ tư_vấn dễ thươn sẽ còn mua ủng_hộ shop nữa nè chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chat lieu vai ko giog nhu trog hinh ko dep.,NEG,1,,chat lieu vai ko giog nhu_trog hinh ko dep
"đóng gói sp cẩn thận, hàng ok... nhưng giao hàng quá lâu mặc dù trả phí ship khá cao!!!",NEG,2,,đóng_gói sp cẩn_thận hàng ok nhưng giao hàng quá lâu mặc_dù trả phí ship khá cao
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh_shop phục_vụ rất tốt rất đáng tiền
Áo nữ thì hơi nhỏ nhưng chủ shop nhiệt tình nên vẫn đánh giá 5 sao.,POS,5,,áo nữ hơi nhỏ nhưng chủ_shop nhiệt_tình nên vẫn đánh_giá 5 sao
"Còn lại đều ổn, chất xô mặc mát.",POS,5,,còn lại đều ổn_chất xô mặc mát
